Filename,Baseline,TopMargin,LetterSize,LineSpacing,WordSpacing,PenPressure,SlantAngle
a06-095.png,-0.04,0.0,17.0,2.77,1.21,131.85,30
h04-071.png,0.01,0.0,18.5,2.27,0.55,161.78,30
m01-125.png,0.83,0.19,10.69,4.0,1.77,153.06,0
b04-103.png,0.42,0.0,7.86,7.02,2.55,133.9,0
a03-017.png,0.21,0.52,9.55,5.57,2.27,132.72,30
n04-009.png,0.05,0.0,8.71,5.69,1.49,146.23,0
f07-069.png,-0.08,0.0,12.6,3.91,1.03,131.45,0
f02-040.png,-0.3,3.61,7.2,17.17,1.52,115.43,0
e07-072.png,-0.35,0.0,9.91,4.99,1.95,144.69,30
a01-063x.png,0.69,0.0,11.2,4.54,2.31,129.03,30
k04-119.png,-0.02,0.0,10.75,7.47,1.68,124.23,0
r02-089.png,-0.06,0.0,18.64,2.18,0.91,153.77,45
a02-057.png,-0.09,0.0,16.38,2.69,1.05,126.84,180
r02-000.png,0.23,0.0,12.88,3.43,0.79,122.26,15
b06-056.png,0.1,0.3,16.82,2.7,1.37,146.13,15
f03-174.png,-0.05,3.97,9.83,4.92,1.62,134.59,30
g06-037d.png,0.39,0.0,12.1,4.56,1.67,164.66,15
k07-122.png,-0.14,0.0,12.56,3.85,1.03,131.39,15
a03-047.png,-0.24,0.0,11.2,4.92,1.65,130.54,15
r02-060.png,-0.11,0.0,16.4,3.27,1.41,147.56,180
h07-060a.png,-0.12,0.0,12.0,3.84,1.03,150.69,-5
h07-037a.png,-0.1,3.12,13.14,7.03,2.01,157.43,0
n03-097.png,-0.18,0.0,17.75,3.68,1.05,130.05,15
l01-179.png,0.09,0.0,17.67,2.58,0.82,136.83,180
a01-113u.png,-0.26,0.24,12.45,3.64,1.93,146.12,180
e04-058.png,-0.41,0.0,11.67,3.9,1.84,163.17,0
b04-026.png,0.55,0.0,15.71,2.77,1.01,178.97,180
a03-080.png,-0.1,0.0,9.8,5.46,2.07,152.77,180
b05-074.png,0.16,0.0,10.18,5.21,2.2,132.85,0
d06-003.png,0.16,1.24,11.33,6.49,1.65,181.79,30
d05-008.png,0.39,0.0,12.88,3.43,1.23,159.39,15
n06-074.png,-0.15,5.88,8.0,6.3,2.38,141.74,0
p01-155.png,0.01,0.0,7.73,7.21,3.0,128.02,0
g04-088.png,-0.14,0.11,9.17,5.13,3.2,139.45,-30
a01-026.png,-0.31,0.0,11.44,3.95,1.56,143.27,30
b02-045.png,0.2,0.0,17.11,2.39,1.0,141.92,15
c04-013.png,0.17,0.0,10.5,4.38,1.7,167.7,180
c04-156.png,-0.19,0.0,15.33,2.87,1.98,148.17,5
f02-044.png,-0.23,0.0,1.5,117.5,4.25,123.0,0
k04-061.png,0.13,0.0,7.44,8.43,1.69,129.46,180
m01-095.png,0.4,0.0,14.25,3.22,1.39,142.96,15
n04-190.png,0.84,0.0,16.67,2.38,0.94,177.64,15
l04-118.png,0.05,0.0,12.25,6.26,1.45,149.81,-30
a06-152.png,0.69,0.0,13.2,3.48,1.5,143.63,30
a01-000u.png,0.02,0.0,11.89,5.75,2.07,171.44,180
c02-035.png,-0.13,0.0,9.83,6.54,2.37,138.92,180
c03-003d.png,0.14,0.0,13.11,4.62,1.36,157.26,30
l04-000.png,-0.22,5.95,9.25,16.08,1.9,140.24,180
a01-053x.png,0.17,0.0,15.67,2.73,0.99,143.81,30
h04-035.png,0.04,0.0,11.88,3.92,1.11,149.85,180
k02-076.png,-0.01,2.1,6.67,7.62,2.74,122.71,45
a05-080.png,0.05,0.0,9.75,5.32,2.07,142.0,-30
h07-078.png,-0.48,0.0,9.89,4.91,1.71,143.34,30
c02-022.png,-0.49,0.0,10.44,6.98,2.27,131.26,0
g06-018p.png,0.2,0.0,11.43,4.05,1.15,122.97,0
b01-023.png,0.28,0.0,18.67,2.29,0.86,151.37,15
a04-103.png,-0.08,0.0,10.56,4.62,1.6,140.3,180
g03-004.png,0.0,0.0,18.4,6.13,1.07,173.6,180
c03-016a.png,0.31,0.0,13.0,4.04,1.88,126.44,0
g06-031a.png,-0.04,0.0,11.12,4.38,1.51,142.28,30
j04-094.png,0.31,0.0,8.62,5.7,2.13,133.57,15
c02-000.png,-0.01,0.0,14.0,3.19,1.22,149.94,180
m04-007.png,-0.0,0.0,11.44,4.2,1.54,156.11,15
g07-000a.png,-0.14,0.07,13.57,5.57,1.13,174.67,180
a04-019.png,0.5,0.0,16.38,2.58,0.78,160.33,15
p03-004.png,0.68,0.0,10.55,4.71,1.9,167.78,180
p03-069.png,0.2,6.13,7.83,8.79,1.64,121.77,0
d04-005.png,0.37,0.0,7.5,8.11,1.69,124.9,-15
g07-038.png,-0.27,0.0,12.27,3.87,1.47,151.7,180
e06-053.png,-0.44,0.0,18.78,2.19,0.64,173.34,45
e02-014.png,0.68,0.0,9.17,4.8,1.36,122.58,0
g07-014b.png,-0.33,0.0,7.17,6.42,1.08,149.22,45
h07-000.png,-0.16,0.0,10.86,7.89,1.5,160.52,0
d01-123.png,-0.05,0.0,11.89,6.07,1.33,159.7,15
d05-021.png,0.18,0.0,14.67,2.98,0.97,156.66,15
f07-028b.png,-0.11,0.0,15.09,2.98,1.5,159.73,180
g07-084.png,-0.07,0.0,11.14,8.36,0.89,157.39,0
c06-128.png,0.35,0.0,19.22,2.11,0.88,118.98,-5
r02-131.png,0.21,3.96,8.83,12.43,2.21,127.98,0
a06-039.png,0.13,0.0,8.0,7.12,1.67,133.82,45
k02-053.png,-0.03,0.0,18.43,2.26,0.98,125.56,-5
j04-039.png,0.13,0.21,9.67,7.44,1.89,148.54,0
g06-047f.png,0.31,0.0,9.6,6.4,1.6,136.18,-15
g07-026a.png,0.11,1.18,12.73,4.01,1.27,142.49,-15
a06-110.png,0.13,0.0,17.62,3.88,1.19,144.44,30
p03-173.png,0.19,0.0,6.5,12.08,1.97,127.3,0
j01-045.png,0.14,0.0,6.3,9.19,2.2,151.23,180
f07-028a.png,-0.07,0.0,11.56,5.76,1.12,140.7,0
e01-032.png,0.13,0.0,8.18,6.13,1.96,157.2,0
e04-127.png,-0.2,2.28,12.29,6.72,1.77,140.73,30
g06-011c.png,0.38,0.0,6.8,7.6,3.06,148.97,180
k04-057.png,-0.04,1.27,7.88,9.62,1.56,129.71,0
b03-092.png,0.27,0.0,12.17,3.59,0.96,174.81,0
p03-135.png,-0.13,2.24,15.17,6.97,0.86,145.42,0
g04-036.png,-0.02,1.91,14.14,5.07,1.51,185.02,-5
d04-032.png,-0.06,0.0,13.64,3.35,1.73,137.91,0
p02-144.png,0.44,0.06,16.17,2.54,1.73,146.85,15
r02-078.png,-0.05,0.0,7.71,7.65,1.84,133.86,45
c01-014.png,-0.55,0.0,16.3,2.69,1.26,136.62,5
b05-050.png,0.33,1.24,14.5,4.64,1.67,184.68,0
g06-026n.png,-0.05,0.0,12.3,5.24,2.44,131.53,45
c03-007a.png,0.08,0.0,12.33,5.49,1.5,124.23,180
e07-086.png,-0.19,0.0,11.3,4.8,2.0,177.33,45
a05-121.png,0.23,0.0,8.9,5.55,2.34,150.03,-15
a06-044.png,-0.1,0.0,19.33,2.16,0.78,170.35,45
p03-047.png,-0.17,2.75,12.0,4.28,1.72,125.2,45
j04-076.png,0.18,0.0,17.0,7.06,1.39,144.11,180
b01-122.png,0.05,0.0,12.78,3.63,1.46,173.29,45
p03-158.png,0.08,0.0,8.0,10.61,2.81,120.01,0
f07-000b.png,-0.09,2.87,15.0,6.17,1.3,164.22,30
e01-102.png,-0.04,0.0,13.4,4.31,1.49,135.57,0
a02-093.png,-0.37,0.0,14.5,2.99,1.22,165.75,15
r03-053.png,0.28,0.0,11.67,4.11,1.15,150.69,30
l07-181.png,0.01,0.0,13.22,4.88,1.55,133.37,-15
c04-008.png,0.74,0.0,8.75,5.67,1.43,133.69,180
p03-185.png,0.29,0.0,9.62,7.95,1.41,148.33,0
d07-082.png,0.43,1.17,15.38,3.28,0.95,152.65,0
a05-058.png,-0.18,0.78,9.0,9.39,2.11,133.05,0
a02-067.png,0.52,0.0,12.3,4.47,1.64,150.08,0
c03-094d.png,0.11,2.34,13.25,3.44,1.33,166.33,180
d06-046.png,0.02,1.9,16.3,3.35,1.29,195.97,30
p06-088.png,0.81,0.0,16.9,2.77,1.16,163.43,30
k04-126.png,0.25,0.0,13.29,6.34,1.35,148.63,15
h07-057a.png,-0.26,0.0,12.38,3.73,1.21,149.19,-5
b06-059.png,0.42,0.0,10.9,4.42,2.21,141.79,45
n03-103.png,0.09,2.34,18.4,2.38,1.15,133.15,0
p03-023.png,0.24,0.0,11.0,12.65,1.74,132.97,0
g06-031j.png,-0.08,0.0,13.7,4.47,1.54,157.52,30
f04-024.png,0.45,0.0,7.62,9.62,1.18,129.03,180
a03-034.png,0.09,0.0,12.0,5.53,1.64,172.73,180
j06-014.png,0.44,0.46,13.0,3.49,1.7,128.62,0
l04-026.png,-0.2,2.99,10.71,8.35,2.05,139.51,0
d03-117.png,0.63,3.13,6.71,13.0,1.87,119.64,180
j04-035.png,0.22,2.16,11.56,5.3,2.09,146.91,-15
m04-231.png,-0.08,0.0,11.33,4.18,1.25,166.13,0
m01-149.png,0.52,0.45,11.0,6.67,1.76,124.33,0
j04-065.png,-0.03,0.0,8.88,5.51,1.92,139.65,0
e01-119.png,0.07,0.0,12.62,3.89,2.21,168.21,0
l04-066.png,-0.33,5.93,8.43,11.15,2.57,138.93,0
a02-020.png,-0.66,0.0,8.33,13.04,2.37,124.03,0
m03-095.png,0.18,0.0,15.0,2.93,1.28,162.66,5
r06-041.png,-0.28,1.14,18.38,3.6,1.22,146.6,15
r06-062.png,0.45,0.0,15.11,3.03,1.84,144.71,15
r02-054.png,0.1,0.0,14.43,6.09,0.93,122.59,0
c06-058.png,0.44,0.0,11.43,3.99,1.32,125.9,15
g03-000.png,0.33,0.0,17.62,3.45,0.83,185.6,45
r02-003.png,0.13,0.0,9.67,4.74,1.51,153.56,15
c04-035.png,-0.41,0.0,8.9,7.55,3.02,146.29,-15
b01-009.png,0.17,8.92,7.29,12.06,2.99,128.12,0
p06-047.png,-0.41,0.0,16.27,2.73,1.88,144.01,45
g06-018k.png,0.09,0.0,11.88,5.84,1.54,161.93,-5
a06-020.png,0.02,0.0,8.5,5.31,1.27,141.16,-15
h07-066b.png,0.22,0.0,14.0,5.7,1.51,139.87,180
a01-107u.png,-0.73,0.0,10.62,7.39,2.98,145.83,180
g07-007a.png,-0.07,1.48,16.92,2.68,1.02,177.78,0
b03-025.png,0.13,0.0,9.12,5.42,1.97,166.31,-15
j07-009.png,-0.2,3.36,11.0,6.76,1.36,183.44,180
l01-023.png,0.1,0.0,12.57,3.44,1.2,162.28,-15
b01-113.png,-0.2,0.0,12.5,3.66,1.29,175.51,45
c02-056.png,0.02,0.39,12.89,4.87,1.3,136.25,30
c03-087d.png,0.33,0.0,15.67,4.11,1.23,172.52,0
g06-011r.png,0.05,0.0,12.11,3.74,1.1,161.72,-15
m04-043.png,0.82,3.02,18.2,1.9,0.72,139.27,-15
e01-086.png,-0.17,0.0,9.71,7.38,1.75,168.23,180
e04-004.png,-0.1,0.0,16.0,2.51,0.89,173.34,0
n06-163.png,0.16,0.0,5.11,11.5,2.61,131.46,45
g06-042p.png,0.17,0.0,11.17,9.7,1.15,132.17,0
l04-098.png,-0.01,0.0,4.71,21.94,2.79,122.65,0
d06-000.png,0.07,0.0,11.64,4.45,1.87,139.23,180
g02-059.png,-0.22,0.87,14.88,3.02,0.87,135.84,180
f02-020.png,0.32,0.0,9.29,5.18,1.62,125.88,30
p03-096.png,-0.23,0.0,14.22,2.63,1.03,146.43,180
h07-028.png,0.32,0.0,12.55,3.73,1.33,132.85,45
l04-071.png,-0.09,0.0,8.67,8.28,2.08,137.53,0
l04-163.png,0.17,0.0,13.88,5.14,1.46,168.17,180
n06-140.png,-0.02,3.18,9.43,5.47,1.92,142.47,0
p03-009.png,0.3,7.91,3.67,28.91,3.62,125.81,0
p01-168.png,0.84,2.84,10.57,8.2,2.16,131.51,0
r06-011.png,0.89,0.0,10.0,5.8,1.48,139.91,15
d06-037.png,0.06,0.0,21.25,1.74,0.52,141.11,-15
b04-202.png,0.18,0.0,12.14,4.01,1.39,141.52,0
m01-160.png,-0.24,1.71,12.86,5.69,1.02,137.59,30
g06-050j.png,-0.02,0.0,15.78,3.95,2.02,157.27,0
b06-027.png,-0.34,1.82,25.3,1.6,1.17,134.04,0
h02-024.png,-0.23,0.0,6.14,14.23,1.97,115.75,45
d01-049.png,-0.15,0.0,14.0,3.2,1.05,155.33,15
g04-095.png,0.04,0.0,9.0,5.81,2.0,160.08,15
b06-087.png,0.29,0.0,8.44,6.07,2.42,131.34,30
f07-019a.png,-0.04,0.0,10.12,8.15,1.32,132.92,0
f04-079.png,0.08,0.0,20.89,2.41,0.69,157.54,0
l01-199.png,0.18,0.0,8.7,6.38,1.07,129.75,45
g06-047e.png,0.44,0.0,12.0,4.72,0.97,183.25,180
a01-122.png,0.26,0.0,15.75,2.75,0.64,175.86,30
g06-026d.png,0.11,2.17,12.0,3.83,1.42,165.19,15
k04-099.png,-0.21,0.0,10.86,4.2,1.64,141.49,-15
b04-060.png,0.41,0.0,11.86,3.98,1.38,138.86,180
g06-089.png,0.28,0.0,5.44,9.47,2.35,132.11,0
b03-104.png,0.4,0.0,12.2,3.89,1.2,132.52,30
g02-062.png,0.33,0.0,12.67,5.08,0.99,184.27,0
c06-011.png,-0.09,0.0,16.22,2.62,1.27,192.87,30
m03-006.png,-0.15,0.0,14.27,3.42,1.81,137.18,180
c04-075.png,0.37,0.0,10.86,4.42,1.61,147.11,0
g04-081.png,-0.16,3.85,7.8,6.54,1.81,128.01,0
k04-000.png,0.1,0.74,16.2,7.0,0.95,136.59,0
f01-135.png,-0.56,0.0,15.18,3.05,1.63,170.79,30
g07-034.png,-0.01,2.08,12.0,9.38,1.37,145.02,0
b06-000.png,0.03,0.0,11.12,4.15,1.45,155.3,30
r06-018.png,0.27,0.0,8.83,5.45,1.75,140.7,15
m02-059.png,0.04,0.0,15.5,6.47,1.17,149.0,0
b06-100.png,0.26,0.0,14.1,3.45,2.11,149.14,180
d06-025.png,0.06,1.32,18.12,2.37,1.08,150.34,30
r06-000.png,0.68,0.0,10.33,4.55,1.62,143.2,15
f04-028.png,2.1,0.0,8.36,5.85,1.33,130.36,180
c04-028.png,0.47,0.0,12.25,3.77,1.18,158.86,-5
g06-037e.png,0.33,0.0,10.82,5.3,1.02,180.35,0
a02-111.png,0.01,1.14,10.55,4.98,2.36,129.64,180
c04-139.png,0.38,0.0,7.57,6.66,1.35,127.05,15
p03-087.png,-0.07,0.0,13.8,3.43,1.1,134.37,180
e06-041.png,0.17,0.0,11.8,4.69,2.14,142.22,180
a06-124.png,0.81,0.0,7.0,8.51,2.2,142.45,180
a02-008.png,0.4,0.0,10.75,4.4,1.44,139.93,30
g06-047c.png,-0.03,2.11,7.12,10.96,2.72,146.35,0
a04-072.png,-0.09,0.0,5.09,10.66,3.35,132.27,0
e07-076.png,-0.11,0.0,9.91,5.74,1.37,180.79,0
e01-022.png,-0.11,0.0,15.86,2.8,1.39,181.75,30
f02-076.png,0.05,0.0,10.3,4.71,2.21,157.26,180
m06-019.png,0.09,0.0,5.83,10.06,2.56,131.27,45
c04-150.png,-0.04,0.0,13.71,3.33,1.01,140.57,-15
n02-049.png,0.0,0.0,14.2,4.14,1.79,137.4,0
g06-026j.png,0.21,0.88,12.56,5.89,1.54,154.47,0
l01-187.png,-0.05,0.0,11.4,4.11,1.65,134.99,45
e04-008.png,0.02,0.0,15.5,2.56,0.86,172.0,180
a05-025.png,-0.39,2.99,9.7,5.94,2.02,147.96,0
c03-007d.png,-0.06,0.15,13.2,4.32,1.33,171.62,0
d04-121.png,-0.16,0.0,7.67,6.17,0.94,139.86,180
g02-073.png,0.8,0.0,11.17,4.27,1.24,139.64,30
n03-126.png,-0.04,0.0,11.8,4.15,1.61,137.65,45
g03-040.png,1.73,0.0,19.71,2.03,0.76,156.6,5
l04-043.png,0.37,0.0,6.75,10.04,2.48,135.09,30
j06-022.png,0.78,0.0,12.18,3.87,1.81,137.72,15
g04-068.png,-0.39,0.0,12.6,3.44,1.02,135.44,0
n02-040.png,0.21,0.72,13.88,3.19,1.18,150.09,30
a02-012.png,0.39,0.0,15.3,2.92,1.63,141.47,0
r06-049.png,0.76,0.0,17.36,2.55,1.5,150.64,15
l07-052.png,0.55,0.0,10.5,4.14,1.26,163.86,180
c04-039.png,0.33,0.0,10.33,6.53,2.03,133.0,180
k04-017.png,-0.12,0.0,10.4,4.68,1.95,141.91,15
r06-070.png,0.11,0.0,17.33,2.76,1.52,148.98,15
c03-096c.png,0.01,0.0,15.57,5.77,1.39,124.46,0
d04-008.png,-0.21,0.0,4.33,12.08,2.07,123.54,-15
m06-076.png,0.56,0.0,11.67,4.01,1.42,169.83,-5
n02-120.png,0.61,0.0,11.29,4.16,1.68,145.62,45
m01-084.png,-0.18,0.0,11.12,4.33,1.92,143.97,-5
g06-096.png,0.02,0.0,5.29,12.41,2.2,130.66,0
a02-062.png,0.09,0.0,15.14,2.88,0.77,124.46,15
m04-209.png,-0.02,0.0,11.67,3.86,1.43,164.2,15
g05-094.png,0.21,0.0,9.9,4.89,1.94,140.24,-15
g06-050o.png,0.18,0.0,14.3,3.18,1.26,145.52,45
p02-115.png,0.06,0.0,14.33,3.64,1.62,148.71,30
d07-093.png,0.12,0.0,13.67,4.36,1.35,152.84,0
a03-054.png,0.04,0.0,17.75,1.99,1.38,178.28,-15
a06-134.png,0.68,1.0,6.0,8.38,3.21,144.49,180
a02-086.png,0.06,0.0,12.43,3.71,1.5,151.7,0
a04-069.png,0.91,0.43,4.67,16.29,4.61,128.4,180
e04-068.png,0.02,4.18,12.43,6.32,0.82,156.75,-15
g06-026h.png,0.49,0.0,10.67,4.39,1.57,145.53,180
p03-189.png,-0.35,0.0,10.0,9.15,3.12,135.62,0
f01-075.png,0.08,0.0,14.2,3.11,1.08,165.84,180
e04-114.png,0.36,0.0,13.5,3.51,0.89,143.61,15
g06-050r.png,0.2,0.0,10.67,4.17,1.37,158.92,-15
e02-100.png,0.09,0.0,11.33,3.46,1.44,144.5,30
b06-082.png,-0.36,0.72,16.7,3.01,1.11,143.63,30
e04-132.png,0.2,0.0,9.75,4.82,1.96,150.47,180
l07-103.png,-0.48,0.0,15.29,5.48,1.93,152.51,15
g06-037o.png,0.36,0.0,15.91,2.81,1.16,125.53,45
a03-011.png,0.3,0.0,11.78,3.88,1.41,163.32,0
f04-053.png,0.35,0.0,11.57,4.12,1.66,152.56,180
m04-107.png,-0.05,0.0,14.6,3.14,1.0,153.74,30
g06-050b.png,0.13,0.0,13.22,3.5,1.35,167.54,180
r06-003.png,0.14,0.0,9.38,7.31,1.77,137.95,15
c06-020.png,-0.15,0.0,14.5,3.24,1.51,145.79,5
j06-034.png,-0.04,0.0,10.73,4.69,2.25,135.65,30
p03-181.png,-0.91,0.0,14.82,3.56,1.02,157.25,180
b01-000.png,0.03,0.0,7.17,8.07,3.32,131.76,15
g07-079a.png,-0.24,0.0,11.82,3.99,1.71,126.27,-15
g04-043.png,0.03,0.0,9.5,4.97,1.88,129.38,0
j04-103.png,0.23,3.66,9.29,8.14,1.35,128.46,180
c06-052.png,0.01,0.0,13.86,3.12,1.0,148.66,180
k04-136.png,-0.9,0.12,17.25,4.07,1.51,148.81,180
m01-100.png,0.34,0.0,15.67,5.15,0.9,134.16,180
b04-175.png,0.1,0.0,11.56,4.2,2.18,145.41,180
n04-075.png,0.06,0.0,18.14,2.22,0.75,159.08,15
j04-012.png,-0.2,0.0,3.75,23.27,1.88,122.57,0
f07-002.png,0.28,0.0,14.0,3.87,1.53,165.67,30
h01-024.png,0.21,0.0,11.8,4.9,1.36,191.32,180
g01-027.png,0.33,0.0,10.8,4.39,1.57,180.4,0
a01-053u.png,-0.03,0.0,10.08,4.48,1.91,154.25,180
g04-092.png,-0.07,0.0,9.27,4.88,3.24,135.74,-30
m04-081.png,0.14,0.0,11.58,3.83,1.42,155.77,15
h07-030.png,-0.24,0.0,12.2,3.86,1.23,133.61,45
k02-093.png,0.17,0.0,12.33,3.62,1.25,150.48,30
k07-085.png,0.13,0.0,11.0,4.18,1.66,135.59,15
h07-023.png,-0.07,0.0,14.6,3.86,1.1,170.39,30
l04-159.png,0.16,0.0,9.78,6.65,1.62,132.74,0
a02-072.png,0.01,1.53,14.38,4.24,1.37,170.52,0
r06-097.png,0.49,0.0,7.64,6.86,1.92,131.18,180
g06-047m.png,0.25,0.26,11.67,5.5,1.71,159.37,0
k01-051.png,0.04,0.0,6.5,8.32,2.21,143.56,45
e07-098.png,0.3,0.0,9.1,6.62,1.92,156.01,180
k07-067a.png,0.07,3.54,10.17,4.49,1.66,133.05,15
c04-050.png,0.35,0.0,15.67,2.79,1.4,157.02,30
g04-022.png,-0.53,0.0,15.43,2.81,2.08,187.37,0
g06-011k.png,-0.17,0.0,12.9,3.53,1.52,165.21,-5
n06-119.png,0.65,0.0,8.0,6.02,3.06,144.17,180
r06-126.png,-0.02,0.0,9.1,5.58,1.75,134.58,0
e04-062.png,0.0,0.21,14.0,4.37,1.24,159.92,-30
g06-047k.png,0.15,0.0,12.14,7.14,2.75,161.7,-5
n06-148.png,0.17,0.0,4.4,19.5,3.18,124.88,45
n03-113.png,-0.08,1.67,9.6,5.22,2.94,139.83,45
f07-000.png,-0.38,0.0,7.25,11.05,2.91,122.68,-15
n04-052.png,-0.37,0.75,17.44,3.4,0.78,156.98,30
g06-042l.png,0.6,0.0,8.0,17.18,2.08,139.6,15
l04-106.png,0.22,0.56,8.88,9.38,1.92,139.17,0
b04-034.png,-0.06,0.0,17.0,2.42,0.9,180.95,5
b06-015.png,0.05,0.31,13.09,3.64,1.98,138.13,180
a06-025.png,0.22,0.0,10.56,6.27,2.15,151.04,30
h04-000.png,0.31,0.0,10.9,4.22,2.21,138.18,15
l01-050.png,-0.14,0.0,12.11,4.55,2.2,135.39,0
h07-040b.png,-0.23,0.0,11.64,4.09,1.7,158.84,45
m01-079.png,-0.55,0.0,11.14,4.29,1.12,118.61,15
e01-092.png,0.17,2.14,14.5,5.19,1.17,136.38,0
j01-042.png,0.19,0.0,6.22,10.89,2.42,138.75,0
e04-099.png,0.07,0.0,11.14,6.28,1.79,150.5,180
a01-132x.png,-0.03,0.0,12.67,3.58,1.48,148.75,180
f07-021b.png,-0.32,0.0,13.4,3.49,1.11,148.48,-5
n02-033.png,0.43,0.0,12.33,3.75,2.35,172.09,15
b06-068.png,0.33,0.46,13.18,3.44,1.02,125.3,15
h01-027.png,0.35,0.0,15.55,2.86,1.17,198.71,15
g06-045g.png,0.22,0.0,12.5,3.53,0.88,155.55,15
n01-031.png,0.54,0.27,14.78,4.2,1.22,153.47,15
e06-037.png,0.16,0.0,12.18,3.78,1.93,142.94,0
g04-055.png,0.37,0.0,13.89,3.23,1.31,133.11,5
e02-117.png,0.09,0.0,13.56,3.55,1.24,127.55,180
g06-042e.png,0.65,3.19,13.8,9.33,0.82,182.61,0
f01-085.png,0.0,0.0,13.86,3.62,1.73,178.72,30
h02-043.png,-0.03,0.0,10.6,5.0,1.52,173.63,45
g06-026p.png,0.12,0.0,8.6,11.74,1.47,130.62,0
k02-102.png,0.41,0.0,10.0,4.6,1.5,130.08,-15
r02-006.png,0.46,0.4,10.1,4.89,2.62,138.21,45
r06-044.png,-0.07,0.6,16.73,2.67,1.79,148.35,15
a01-049x.png,-0.1,0.0,12.0,3.89,1.76,148.68,180
k04-103.png,0.49,0.11,9.5,8.04,1.68,136.03,0
c03-016c.png,-0.13,0.0,13.64,3.75,1.91,125.67,180
g07-028b.png,0.17,0.0,11.62,3.68,1.21,149.77,30
d06-063.png,-0.04,0.0,16.25,2.6,1.3,195.32,30
g04-052.png,0.07,0.0,11.5,3.99,1.4,136.2,0
l04-147.png,0.32,3.4,10.6,12.02,1.75,126.72,0
m01-038.png,-0.26,0.35,14.1,2.96,1.62,177.49,0
a01-020u.png,-0.18,0.0,12.3,4.88,2.0,154.34,180
l03-000.png,0.62,0.0,11.0,6.65,1.89,148.99,180
h04-007.png,-0.06,0.0,9.11,5.34,1.96,183.91,180
g06-042n.png,-0.55,2.07,15.43,5.04,0.97,126.93,45
e06-033.png,-0.13,0.0,22.7,1.67,0.53,142.3,-15
d04-096.png,0.36,0.0,11.0,4.13,0.87,135.13,-15
l01-030.png,0.11,0.0,12.33,3.73,1.57,126.68,45
j07-005.png,-0.5,0.0,18.22,2.27,0.94,182.57,15
n03-038.png,-0.22,3.47,10.67,4.47,1.0,146.62,45
h02-012.png,0.09,0.06,15.75,2.64,1.4,141.19,-15
g06-042j.png,-0.03,2.74,13.5,5.42,1.69,157.82,30
a01-007.png,-0.36,0.0,6.88,11.76,3.35,118.59,0
n02-104.png,0.16,0.0,11.38,4.08,1.22,150.19,15
m01-136.png,0.49,0.0,12.75,3.56,2.23,147.11,0
r03-035.png,0.39,0.0,15.71,3.33,1.13,129.08,15
r03-110.png,0.2,0.0,11.44,4.18,1.5,141.85,15
f04-032.png,-0.28,0.0,9.11,5.37,1.04,129.72,180
a04-081.png,0.45,0.0,10.9,4.47,2.31,156.89,180
f07-032b.png,0.6,0.0,16.5,2.39,1.53,163.56,180
b01-014.png,-0.42,0.0,16.12,3.53,0.99,142.61,15
a01-058.png,-0.58,0.08,38.11,0.75,0.67,203.71,45
a04-092.png,0.57,0.0,11.0,4.42,1.39,140.89,5
k04-050.png,0.08,1.43,15.33,2.67,1.1,177.3,15
d05-025.png,0.02,0.0,14.44,3.11,1.08,160.97,15
n04-171.png,0.07,3.25,13.86,5.09,1.13,180.47,15
b04-195.png,0.35,0.64,12.57,3.8,1.43,141.61,0
e07-079.png,-0.14,0.0,11.18,4.75,2.05,174.19,0
p02-109.png,1.06,5.85,11.11,4.79,1.89,150.02,0
g01-045.png,0.05,0.0,19.1,2.12,0.93,189.27,30
a02-116.png,-0.34,0.0,16.75,2.57,1.11,126.68,180
f02-003.png,0.29,0.0,4.8,12.79,1.65,126.79,180
b04-107.png,0.45,0.0,14.22,3.04,0.98,170.52,180
r02-109.png,0.2,0.0,10.91,4.87,2.15,152.46,180
c04-144.png,0.14,0.0,13.12,3.57,1.3,140.7,-15
r03-065.png,0.2,0.0,9.57,5.13,1.4,125.8,15
g06-042b.png,0.11,0.0,14.43,3.1,1.49,171.07,180
g06-031g.png,0.47,0.0,13.43,3.36,0.87,159.09,15
a05-108.png,-0.61,0.0,8.86,6.19,2.31,135.8,-30
h04-078.png,-0.0,0.0,9.33,6.25,0.95,136.91,-30
p06-042.png,-0.99,0.0,16.33,2.72,1.38,143.11,45
r02-013.png,0.09,0.12,16.5,2.52,1.39,138.47,0
r02-010.png,-0.24,0.0,14.62,2.89,0.79,140.09,45
m02-106.png,0.42,0.0,10.9,4.46,1.72,140.3,30
m02-090.png,0.15,4.15,8.2,6.02,1.83,116.0,0
c04-116.png,0.34,0.0,8.75,4.8,1.02,153.21,180
n02-151.png,0.43,0.0,16.55,2.64,1.34,173.07,30
c03-021d.png,-0.24,0.77,13.0,4.2,1.63,156.59,0
a06-090.png,0.39,0.48,16.56,2.6,1.35,123.48,180
m04-038.png,0.0,0.0,17.8,6.13,0.69,140.8,-15
g01-022.png,0.2,0.0,14.44,3.46,1.52,171.52,15
a06-008.png,0.46,0.0,12.71,3.88,1.48,136.61,-5
e07-066.png,-0.24,0.0,9.67,5.61,1.68,145.09,30
d06-072.png,0.46,0.0,22.82,1.62,0.53,142.75,-15
l07-118.png,0.29,0.0,23.83,3.62,0.66,158.21,180
m03-033.png,-0.1,0.0,13.14,6.85,1.7,148.66,180
b01-136.png,0.13,0.0,13.88,3.35,1.46,143.19,0
